/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_244.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_244.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_244.jpg,0,0,0,0.5139874
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_312.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_312.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_312.jpg,0,0,0,0.5082517
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_384.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_384.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_384.jpg,0,0,0,0.5039822
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_455.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_455.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_455.jpg,0,0,0,0.4983326
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_526.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_526.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_526.jpg,0,0,0,0.4929912
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_598.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_598.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_598.jpg,0,0,0,0.4890769
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_667.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_667.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_667.jpg,0,0,0,0.4838971
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_742.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_742.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_742.jpg,0,0,0,0.4800414
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_812.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_812.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_812.jpg,0,0,0,0.4749396
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_883.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_883.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_883.jpg,0,0,0,0.4711419
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_32_955.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_32_955.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_32_955.jpg,0,0,0,0.4661165
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_33_022.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_33_022.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_33_022.jpg,0,0,0,0.4623759
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_33_091.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_33_091.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_33_091.jpg,0,0.02985299,0,0.4445907
/Users/vinayr/carnd/imgs/IMG/center_2017_05_16_03_24_33_169.jpg,/Users/vinayr/carnd/imgs/IMG/left_2017_05_16_03_24_33_169.jpg,/Users/vinayr/carnd/imgs/IMG/right_2017_05_16_03_24_33_169.jpg,0,0.255921,0,0.2981756
